Generation,Best,Average,Worst,Standard deviation
760.0,15292.845256195562,16215.550665623761,23810.244296535573,1520.3957366309346
761.0,15283.303014201636,16250.921686292288,25059.35408841045,1575.0242412153498
762.0,15278.422316480282,16322.070548358013,26221.49793123565,1684.0533582068563
763.0,15269.146371821287,16404.729865578603,26501.255836970013,1751.8453994883514
764.0,15239.116591882459,16377.063813363846,26221.49793123565,1743.6968076097012
765.0,15228.790369510949,16439.99326404161,26617.038961414422,1805.9008848692176
766.0,15225.809092851774,16289.843886203773,28212.44907168926,1765.7422577939303
767.0,15206.607868541629,16264.979061667449,26748.265276235943,1756.1836704719199
768.0,15206.607868541629,16235.61449177515,27520.121911667236,1695.496153197027
769.0,15192.013069507022,15928.559193913994,23440.0534370765,1349.5914491669516
770.0,15177.556062598807,16080.97815964702,23418.428646630156,1536.3414059568372
771.0,15176.233992884088,16150.678526232889,24010.04401422025,1599.0810216306797
772.0,15170.62207438139,16127.107694256601,24754.072386011838,1629.6523486444826
773.0,15166.108999603028,16176.88047699934,24754.072386011838,1670.6081680806699
774.0,15099.210370407804,16170.899963914348,25146.318900987724,1639.9427802434575
775.0,15099.210370407804,16194.913306834325,26302.14350957115,1768.7820852764012
776.0,15087.390371905276,15861.962981720362,23733.067463034153,1414.5435250420942
777.0,15078.36493383181,16022.096599742208,24490.57726519097,1590.8011710065687
778.0,15078.36493383181,16065.586002214099,26726.482314159843,1613.3254459191592
779.0,15078.3649338318,15879.010876512033,23014.418014635085,1394.1463664031262
780.0,15073.485991616402,20410.944211936483,19687.347600104316,5492.9269856780775
781.0,15066.094703849714,16046.0463713781,23064.885716120625,1575.9122930773053
782.0,15055.759736827036,16067.725803123296,24378.702735886814,1641.7029409135234
783.0,15050.860805578173,16062.501886904442,27394.986547027518,1663.2327123006587
784.0,15039.216538551187,16095.41475326482,25505.0678760859,1679.0467924198722
785.0,15027.444998181727,16050.521430459894,26023.7125643267,1697.3380344251773
786.0,15027.444998181727,16129.360947485791,26306.210016507972,1744.6065265770137
787.0,15020.503403099581,15805.84194856231,23087.71073473191,1403.7966686856537
788.0,15020.503403099581,16034.944602890706,23119.22517252584,1563.9867654457485
789.0,15008.693403099584,15927.528522681214,22904.92135989001,1525.1992545934695
790.0,14998.9155336283,15947.369512674182,26550.17829066966,1596.6769918733114
791.0,14992.575502136708,16047.549604890351,26003.48817555444,1675.486283132743
792.0,14992.575502136708,16005.337898041747,22977.67079229022,1625.9663531696701
793.0,14945.76844412672,15971.180513195817,25491.37921240813,1620.8685220018003
794.0,14930.01282070246,15979.103799255667,24629.931059918315,1645.9910873914398
795.0,14925.113884968785,16022.898530320514,24629.931059918315,1706.346168685974
796.0,14925.113884968785,15942.732841508778,26720.48971550593,1666.055577772781
797.0,14920.23289386453,15915.535986244524,27178.293679396003,1622.3271798927412
798.0,14913.289884968784,15945.026438359124,25596.527050315555,1671.601934434578
799.0,14908.40889386453,15986.352659637963,25019.126053457643,1690.3272310951393
800.0,14902.58926998996,15940.900574040048,23506.78445536444,1645.730545227352
801.0,14897.500081431877,15931.393201400117,25934.812623492908,1656.1119269503447
802.0,14896.124222807204,15955.113770769283,25934.812623492908,1635.9687280607716
803.0,14887.17971747516,15933.230231945396,24871.625468798542,1713.2112347276986
804.0,14880.714670292404,15956.426265658254,24871.625468798542,1712.437518665191
805.0,14870.377374514479,15910.771533323841,23499.338984527545,1675.123264157127
806.0,14858.553374514478,15857.765987203486,26382.139427939386,1619.4442052435484
807.0,14858.553374514478,15863.030940687606,26082.007690639235,1629.7694341167598
808.0,14858.553374514478,15623.213173403412,23946.214352523064,1441.222192269667
809.0,14858.553374514478,20535.64732355382,19467.99710182449,5905.371803765724
810.0,14858.553374514478,15566.084845128695,22796.191896114047,1317.0602914765
811.0,14858.553374514478,15780.930874000234,23421.59314317853,1559.581093083855
812.0,14853.653024922067,19767.72451279971,19465.731193135623,4948.357614116788
813.0,14849.449655866814,15825.248127753868,22583.835711966305,1522.752827545825
814.0,14844.430834714603,15849.612720405301,22749.80512279216,1599.3218769913271
815.0,14839.533745770736,15895.284743498114,25761.682541853217,1682.763806822211
816.0,14826.65318320347,15895.66234295497,26183.251304947662,1761.4547710429445
817.0,14815.009911048452,15919.479419253597,23633.085233662816,1710.1699378727574
818.0,14794.23721414675,15953.637488107312,26936.61500056943,1815.1170744153007
819.0,14779.642099040313,15925.29645801765,26936.61500056943,1862.1299391607647
820.0,14776.694057591896,15946.202638141476,30686.67404684801,1871.6834927178243
821.0,14774.743168789482,15710.4476093354,24691.009661103875,1616.534755862411
822.0,14774.743168789482,15788.426826699451,28436.09248705348,1734.1675755475162
823.0,14757.489085973364,15747.00742571306,28436.09248705348,1701.0328712965497
824.0,14757.489085973364,15841.743268614846,32184.77442599667,1769.2894697801573
825.0,14750.55802070901,15633.871681600587,26995.323596095666,1535.3592182644363
826.0,14750.55802070901,15722.280999678502,26301.25156460623,1585.0878499246667
827.0,14750.55802070901,15748.429110975121,23858.311009661906,1619.8011451650664
828.0,14750.55802070901,15763.468036273018,24740.40282195679,1684.4156381888715
829.0,14740.222595293588,17777.56850615074,19342.36230072484,2909.084578190758
830.0,14740.222595293588,15641.69658364219,22648.635075190025,1488.6137974951184
831.0,14738.746189930247,15443.744822137174,22342.55044639889,1332.3352936370745
832.0,14738.121384038655,15612.184361890337,22822.002578877138,1463.8992090174097
833.0,14732.549423099103,15686.251480662686,25944.335410036598,1590.4869789564127
834.0,14732.549423099103,15688.001236331133,25060.570928470144,1615.0043826504295
835.0,14726.16838880947,15641.695432524344,25750.28755285724,1541.213706362715
836.0,14726.16838880947,15665.661913612468,22844.206542989225,1589.112344600398
837.0,14720.07909719034,15652.035594123823,24078.07558605668,1572.299903013851
838.0,14720.07909719034,15753.987115426246,25973.00744647366,1680.2432390305603
839.0,14720.07909719034,15757.499951829508,25973.00744647366,1699.672841739095
840.0,14720.07909719034,15813.928893554346,26252.23100609582,1731.2656126903182
841.0,14710.302983014244,16757.279953895893,19342.362037199033,1939.8397176181638
842.0,14705.209536145241,15706.638417449569,22616.957450213828,1574.521242285219
843.0,14705.209536145241,15746.439121011752,24845.23356260665,1638.9866931188255
844.0,14695.131678965325,15662.930868180483,24455.9163516107,1567.5042776856064
845.0,14685.77706835535,15674.953027121646,23950.857821766607,1595.7112922177246
846.0,14665.105692500656,15738.905027140583,23791.07363899194,1694.6227420037326
847.0,14654.772220638733,15759.896127922439,24712.01697168761,1756.374293593925
848.0,14644.694363458817,15718.092466134529,26701.321397902953,1738.7844714378343
849.0,14644.694363458817,15729.998690046195,24743.82845187043,1675.7750321339142
850.0,14633.247300463037,15531.248840058337,27162.452127830868,1564.181746156276
851.0,14633.247300463037,15601.678633045247,27162.452127830868,1595.2362675209622
852.0,14633.247300463037,15578.72360895145,22865.57890114897,1576.4473266707978
853.0,14633.247300463037,15857.621921330263,19230.574390787013,1435.2049988442602
854.0,14627.478558458391,15516.611122610788,22394.91334386172,1509.0519637599
855.0,14627.478558458391,15626.368091052547,22912.307146990337,1576.8834009194452
856.0,14627.478558458391,15601.819475420683,23356.717236100332,1620.2032501260976
857.0,14624.08172327673,15378.825422334778,22167.78135156667,1363.6904359514594
858.0,14624.08172327673,15545.543540572517,24816.816291829608,1519.9165493188116
859.0,14624.064655202597,15561.969253932208,24030.256577063767,1533.793877753679
860.0,14591.516648395755,15634.634423324758,23132.464303280263,1627.9009077728667
861.0,14591.516648395755,15629.278614225037,23114.34160034606,1620.9703074530448
862.0,14591.499580321619,15401.936864964071,25227.193999253894,1431.2392005663608
863.0,14579.873376240732,20066.657753917418,19202.007205412607,5674.351974386886
864.0,14548.661469561932,15499.789880153676,22814.40927316244,1528.0518149758007
865.0,14548.661469561932,15494.998107248748,23664.30292132579,1567.9817489179393
866.0,14548.661469561932,15328.888519695622,21712.098179395085,1380.284019843971
867.0,14547.13648172875,20099.32996943153,19096.5213258426,5829.106434507727
868.0,14547.13648172875,15466.126971197811,22541.515511105827,1534.8481143494641
869.0,14547.13648172875,15493.478467444358,22912.076981795348,1555.5437813894096
870.0,14537.217382038198,15542.387520422411,24633.099889484205,1631.5140746373827
871.0,14535.692394205013,15553.935214205861,26901.43907805485,1656.9402829459302
872.0,14515.207283401382,15499.964794034722,23841.51366308955,1614.8653447655154
873.0,14515.207283401382,15552.184167135125,23910.873615334247,1723.2291353982985
874.0,14501.908427567232,15226.96354201158,22013.83703775632,1339.2199790355548
875.0,14501.908427567232,15433.95530154926,22843.575813527998,1535.0476261846384
876.0,14501.908427567232,15210.992605227326,24027.658718935047,1347.7549445397171
877.0,14497.019492831587,15408.15062657592,23418.488448295968,1522.3325622751927
878.0,14497.019492831587,15466.060478016096,22787.773517512866,1603.6822162330957
879.0,14495.51507489062,15537.521738620142,25323.843990795373,1667.3311547588212
880.0,14492.126420450193,15519.590106507394,29066.92728857263,1687.6998360700131
881.0,14492.126420450193,15477.702150717392,29078.751288572632,1716.100940904485
882.0,14490.622002509226,15512.897683761217,24353.858901891406,1644.8959942352337
883.0,14490.622002509226,15543.857508334788,24378.787609748986,1651.3247243068984
884.0,14458.439671641107,15413.759664042063,23688.509129919832,1555.4852996952247
885.0,14458.439671641107,15476.095370588928,27465.111281439735,1626.5610204666623
886.0,14458.439671641107,15261.278634208342,21963.219780715808,1444.9531393523648
887.0,14452.222804095902,19914.280577793965,19080.006383651766,5629.214728349288
888.0,14452.222804095902,15454.182311707395,22926.077424916642,1571.308405805673
889.0,14449.436535511457,15231.979880775518,22274.137001351774,1446.265012461373
890.0,14449.436535511457,15308.186093577111,22458.719049792126,1513.5197607907062
891.0,14449.436535511457,15392.409071102356,22935.455247201855,1550.359029273051
892.0,14430.844060498635,15470.235152639803,23427.567981912347,1661.080148311701
893.0,14430.844060498635,15439.819139481384,24170.768109987985,1628.4915807645095
894.0,14428.051879113282,15159.833150146706,25915.443036790108,1385.1075684233183
895.0,14428.051879113282,15318.035390613513,24333.70154795472,1560.0426284481782
896.0,14427.432713840972,15366.137238171967,24333.70154795472,1603.77100242288
897.0,14427.432713840972,15410.329366027643,23454.942354819425,1576.09318954936
898.0,14424.640532455618,15309.364839957669,21959.722958618826,1513.8945579165747
899.0,14423.121357347733,15394.042387931819,25933.418415907967,1643.3866202499742
900.0,14423.121357347733,15476.005080825154,25933.418415907967,1709.6637922450118
901.0,14419.738767856987,15420.787676251059,24319.513173328152,1648.7688113620804
902.0,14377.816580328374,15483.616888488867,25111.531191664013,1707.9520439337148
903.0,14377.816580328374,15357.564325547492,25795.956074063724,1634.1701939344193
904.0,14377.816580328374,15190.53203950866,22490.55296010876,1408.3842808803126
905.0,14361.625950130896,15406.970161389918,22426.329936190275,1564.8471286659205
906.0,14343.148885496477,15379.575629485484,23045.719990844555,1696.959797074921
907.0,14343.148885496477,15307.396703450544,24598.298483057428,1587.4961792907623
908.0,14343.148885496477,15083.593796886886,21820.027038673372,1377.3650165964984
909.0,14343.144975688272,15262.76924179297,22394.282031477953,1513.8109157629758
910.0,14307.480827984029,18978.077915728918,18948.959428246322,4634.155263873379
911.0,14295.657903537929,15300.215979171164,22673.794737238146,1578.4648876648137
912.0,14295.657903537929,15264.993495892495,23059.549835132748,1600.3583314010045
913.0,14294.157538840089,15120.596770654156,23095.875403911865,1418.9802989688064
914.0,14294.157538840089,15128.207494404405,23152.96628741528,1468.447471512943
915.0,14294.157538840089,15115.314976651713,21955.466194870234,1441.6584477185918
916.0,14291.383909969718,15223.502087747724,22528.264717059086,1527.7379690604366
917.0,14289.883545271878,15283.481985528477,22553.338834342205,1602.8323960765872
918.0,14289.883545271878,15273.698246724922,22481.129984594598,1611.5335807703086
919.0,14289.883545271878,15301.467681228518,24906.000081272083,1656.1461548445704
920.0,14288.398842547525,15316.692395768605,22198.064561199164,1644.0784449389478
921.0,14288.398842547525,15332.603009076958,25878.049663341917,1651.250334782793
922.0,14282.019014964371,15070.87239578571,22229.04703732286,1391.8269473113485
923.0,14273.159488788071,15227.464866263956,23995.896953471543,1557.6065900113445
924.0,14273.159488788071,15265.245445840419,23666.009371780216,1593.385813451333
925.0,14273.159488788071,15118.22982888473,23108.78915436165,1460.1030505762162
926.0,14273.159488788071,19089.188328922948,18911.17003725862,4833.702838887552
927.0,14262.820244137089,15040.434703951516,22170.12518157743,1410.9237128293885
928.0,14262.820244137089,15195.791504958459,22612.52923499373,1529.7529143671586
929.0,14229.301016285506,15156.814846906893,22660.943611847397,1541.7377477435534
930.0,14229.301016285506,15265.363076919091,22660.943611847397,1621.1816878265174
931.0,14229.301016285506,15015.35733166881,22255.583181834103,1412.8123587852695
932.0,14229.282046368968,15215.710400589136,22551.589586443537,1592.8802731090648
933.0,14229.300723796085,17850.224140108894,18830.293752681857,3508.9253607800206
934.0,14225.885960874064,15054.734726026525,21994.21983850059,1431.7188541339235
935.0,14220.245863478267,15128.511156273536,22483.720156147516,1530.6372317777955
936.0,14216.830808066825,15186.060653007135,23117.25426983295,1575.804023131631
937.0,14216.830808066825,15239.516938680146,24117.540556127544,1668.7329463745677
938.0,14214.810337264084,15240.869720518614,22552.598407278267,1614.9076792407504
939.0,14213.464342278401,15261.86117272073,23536.223606132473,1693.5274167986088
940.0,14213.4383422784,15275.366873531944,24510.72763486761,1700.9055247911922
941.0,14211.417871475658,15167.12221119472,25730.54139764324,1651.7221716568108
942.0,14206.495841044147,15179.292176618512,25160.522416596636,1637.164312665111
943.0,14201.08290445298,15237.257365421656,25160.522416596636,1689.1483611687465
944.0,14129.004024298089,15315.280982007383,25755.151353231064,1750.9639720043242
945.0,14129.004024298089,15258.265974875483,27608.259811921656,1807.583201060939
946.0,14129.004024298089,14993.68098182296,23176.477756167696,1494.248299189803
947.0,14124.720204969575,19403.017045401433,18749.007717809567,5434.849374631469
948.0,14123.554681544325,15034.209060127176,22855.43841317796,1527.0883357556174
949.0,14119.825373493672,15107.19230881529,23301.581028952198,1580.3141735390402
950.0,14119.825373493672,15215.724138525939,23554.98431443343,1724.5510995237796
951.0,14116.877332045255,15192.390215169924,23554.98431443343,1714.1859159177686
952.0,14105.235875888246,15167.378577656216,25371.56661370828,1687.7998968059176
953.0,14105.235875888246,15132.467826562763,26836.715716266255,1686.7727956266192
954.0,14101.68498714454,15095.473036815602,28889.566181379516,1691.77745131747
955.0,14101.68498714454,15058.13537357254,28889.566181379516,1616.0474349324147
956.0,14101.68498714454,15035.987894049968,26728.886519782565,1552.941057106545
957.0,14100.194569203575,15105.09374753807,22314.675636359192,1638.4380620599356
958.0,14097.35639408386,15117.280685561578,25339.83954520292,1677.8614465787866
959.0,14093.805505340153,15071.171309189604,25339.83954520292,1608.5121831309893
960.0,14092.315087399189,15180.63967429374,24928.767119088836,1744.3572793908872
961.0,14092.315087399189,15095.62604668449,25559.47321572789,1691.4647738130939
962.0,14091.362202701164,14926.787080072396,23374.02950148651,1459.870943363455
963.0,14091.362202701164,15100.108590311125,23215.130148398843,1643.9199200624041
964.0,14083.46650236573,15032.354553186551,23684.22035253264,1551.0016314200234
965.0,14045.523491872102,15169.335321548044,23761.601146849578,1682.7612380981516
966.0,14045.514747220934,15076.227213932147,24808.814256137848,1684.4037185621785
967.0,14044.90958211867,14735.815340574816,24577.949804178243,1371.3560906286532
968.0,14044.90958211867,14771.134028670078,22889.015527483956,1350.5976365569497
969.0,14044.90958211867,14824.174832693376,24141.131065779322,1404.1118107424768
970.0,14044.90958211867,14852.795288823205,22494.931748951,1452.446746235961
971.0,14041.226579821463,14883.759620931694,23222.47252243266,1461.0183800453694
972.0,14035.18424722112,15030.716539604866,22850.93102731181,1583.7226929709743
973.0,14030.88733517048,15044.06403643481,23807.15592317473,1627.968510611308
974.0,14024.845002570137,15129.718117245526,25035.36532859174,1727.495249080772
975.0,14020.548090519502,15090.910765915918,25161.98768868258,1720.831901863198
976.0,14010.19655923905,15078.188169652329,25299.310540267437,1651.7365511644934
977.0,14000.420737552371,15019.086444499453,22750.245332631384,1615.7681649480091
978.0,13995.521802816731,14968.941773493127,22750.245332631384,1649.5885723285983
979.0,13995.521802816731,15050.62835278222,25984.96954839996,1681.5217002023917
980.0,13995.521802816731,14992.770623823208,26241.483858378488,1697.7848661639568
981.0,13985.730566064069,15033.987485326385,24649.929495573902,1611.945410034046
982.0,13985.730566064069,14992.530948989526,23099.243463111932,1619.4434235778401
983.0,13904.372383950214,14940.527866953544,25867.098020045225,1641.6168275944806
984.0,13899.486373660677,14990.706097947004,28925.08353099277,1758.8851581042409
985.0,13837.588720092064,14982.978018863098,25891.52098862274,1722.686171840089
986.0,13834.803213199944,14933.104073631568,25555.34023476285,1738.1000357359676
987.0,13834.803213199944,14882.491278425641,26460.78253731157,1647.17300930404
988.0,13834.803213199944,14867.217972941819,24285.62633024178,1642.2904284650915
989.0,13830.42390446942,14856.783509457824,24540.098506127597,1658.7970459805242
990.0,13830.42390446942,14907.356810102,24014.25397827033,1739.6881720766576
991.0,13830.42390446942,14923.226381738152,25066.93725727294,1716.8129375736492
992.0,13830.42390446942,14632.83401566706,24069.83420979076,1426.3430699899009
993.0,13823.480603688504,18233.088197248286,18414.05285607944,4401.310512191385
994.0,13818.043364998628,14658.424612041785,22112.709251424116,1499.3804676082275
995.0,13818.043364998628,14836.086154346547,22888.170725479016,1644.1921659877921
996.0,13818.043364998628,14826.666287220292,22905.742868118883,1669.584343858615
997.0,13813.143015406216,14728.349046427027,22386.48851536536,1520.2730652691516
998.0,13813.143015406216,14797.08058582855,22462.131296114632,1607.8743127330524
999.0,13810.044583922603,14866.842105254666,24360.876532742746,1663.487147486974
1000.0,13810.044583922603,14800.273515197801,25614.966112211456,1607.651893539139
1001.0,13810.044583922603,14810.093458124933,23889.295384156714,1634.6311464015391
1002.0,13810.044583922603,14865.175545538857,23889.295384156714,1661.7078806244685
1003.0,13810.044583922603,14846.433746607772,23671.786824132258,1706.9842015486583
1004.0,13810.044583922603,14597.616334323568,22155.65621488732,1395.7606025051898
1005.0,13810.044583922603,18750.3547338006,18448.05513239312,4998.850569569362
1006.0,13805.14423497352,14627.292571296222,22140.570700896737,1438.858090731444
1007.0,13805.13131202046,14798.913555914809,25912.913967474407,1631.7504237648009
1008.0,13801.747399791862,14827.244784183302,24972.95735929036,1726.8031738420254
1009.0,13801.747399791862,14861.18692277572,24579.932258544373,1719.7026067188888
1010.0,13801.73033171773,14747.15123090235,24904.800234724295,1607.4673847804659
1011.0,13794.809267950846,14654.60451208327,24573.554995235652,1483.4730557348091
1012.0,13781.44389604511,14714.436409377699,21767.85570123401,1556.9025859141084
1013.0,13781.44389604511,14820.902449193654,24238.45894422916,1691.0667395505013
1014.0,13781.44389604511,14540.427910067983,21242.01097377007,1383.5217864277645
1015.0,13781.44389604511,14732.322057342726,22150.8287498165,1546.977969205015
1016.0,13781.44389604511,17906.86551668386,18411.72269205122,4106.278374732338
1017.0,13781.44389604511,14603.779757648328,21606.416838230136,1420.9349749540474
1018.0,13781.44389604511,18898.323920756247,18377.372853739485,5260.579328526936
1019.0,13771.105997096567,14523.82772761586,21538.527398202365,1369.2521928923604
1020.0,13771.105997096567,14701.145812453091,21780.146342058702,1540.4120574887083
1021.0,13725.15841005909,14673.249895397643,21780.146342058702,1525.3641410656976
1022.0,13720.256645460458,14731.793521571046,23859.78527399052,1659.7020074950185
1023.0,13717.48437683116,14736.729137231985,25852.103126524635,1700.175066315058
1024.0,13717.48437683116,14737.611759570415,24219.703211068838,1658.2228590340678
1025.0,13709.930423088948,14797.484212403555,23571.762780682053,1705.2989745268765
1026.0,13702.256389861022,14747.712861262955,23690.891158088845,1688.8932424032378
1027.0,13696.818910152733,14770.10179971275,25211.161622142943,1695.9352622315075
1028.0,13696.818910152733,14696.681507262243,22976.3538557262,1604.310652628049
1029.0,13696.805202657093,14645.601476874443,22143.23924747126,1574.0859384652324
1030.0,13696.2050003993,14882.80951182309,18258.527172053407,1436.4548532037943
1031.0,13693.775582307184,14483.437026156622,21822.57538791091,1391.3416405820494
1032.0,13693.775582307184,14653.525311885782,22012.917466320207,1598.3076886622734
1033.0,13693.775582307184,14775.86994916516,25055.03981380775,1738.9790755817855
1034.0,13693.775582307184,14710.018843639973,25390.740073890433,1701.0440662714884
1035.0,13693.775582307184,14665.502876233664,24116.87339434615,1627.4323870669434
1036.0,13693.775582307184,14725.432855348015,22919.334349296427,1599.963234643459
1037.0,13693.775582307184,15089.83767870012,18256.730823535574,1502.760694916682
1038.0,13693.775582307184,14553.257542902258,21642.646715478637,1451.1226848887964
1039.0,13687.395755617514,18591.772689883994,18295.234525977758,4974.61142178319
1040.0,13687.395755617514,14615.835563213363,22180.150857330846,1550.1438973910629
1041.0,13687.395755617514,14543.74464068642,22411.383463479324,1482.2577722584447
1042.0,13687.395755617514,18126.011233415484,18287.608200226867,4419.978052945687
1043.0,13687.395755617514,14432.441813712057,22418.92188592434,1374.119599336609
1044.0,13681.718681448523,14658.423300127692,22418.92188592434,1583.12120895521
1045.0,13681.718681448523,14705.46758724212,22418.92188592434,1656.7833365086549
1046.0,13681.704973952887,14597.858891915392,23795.826272792867,1605.3556642634628
1047.0,13681.704973952887,14509.651485051307,23290.312024421983,1441.78751687228
1048.0,13670.45644306408,17936.394114115992,18248.875361643244,4256.68530335849
1049.0,13670.45644306408,14561.382912074778,21217.400201600758,1476.762675180881
1050.0,13670.45644306408,14462.539199712739,21663.420587595538,1390.5100823029452
1051.0,13670.45644306408,18982.010428824684,18236.734552791073,5534.229140109737
1052.0,13665.643969564988,14411.856309668066,20318.898219466166,1331.2113801573662
1053.0,13665.643969564988,14634.547704755445,22162.133091712392,1581.0329074711535
1054.0,13663.542758310055,14642.637821197992,22858.560123390416,1614.5985015313306
1055.0,13663.542758310055,14608.465270070903,22913.863707654105,1566.3715232037898
1056.0,13658.942982485494,14599.660670561616,23301.322868826785,1557.4676057164547
1057.0,13654.053536836194,14635.1162550973,22421.207522770506,1609.1112826932724
1058.0,13651.952325581262,14741.887610708003,22928.07306559966,1737.0664803109694
1059.0,13651.952325581262,14725.778496403997,22928.07306559966,1706.4019040003031
1060.0,13651.952325581262,14683.841058079128,23320.332632419333,1665.3177220943003
1061.0,13650.465908883494,14486.659686014409,22854.660163565124,1463.3682910657358
1062.0,13650.465908883494,14707.408604676604,22130.624016150658,1616.260398788109
1063.0,13650.465908883494,14551.394168397774,23947.962915632073,1522.7184727385052
1064.0,13650.463715047126,14608.166660807447,24194.89991444355,1627.3722832995259
1065.0,13650.463715047126,14526.828300609593,23922.42104919562,1496.5326021286337
1066.0,13648.977298349359,14480.244981158361,22729.51707387317,1447.3414037770242
1067.0,13648.977298349359,14663.257614810856,23324.708848215858,1637.5324721569052
1068.0,13647.052268777536,14601.863680113785,23438.017543375092,1613.5815061290875
1069.0,13643.543965986484,14656.827369881421,24201.701164059035,1648.6917201086444
1070.0,13638.643909182761,14696.264991599135,27929.694326397224,1676.0787688164423
1071.0,13638.643909182761,14610.447041772368,22244.671442859813,1605.050847862644
1072.0,13638.643909182761,14675.042212346849,25656.552993868943,1651.037687965166
1073.0,13638.643909182761,14406.140776220871,18223.045540541985,1341.8518679427168
1074.0,13638.643909182761,14462.952368270577,22100.4352621407,1487.6167293799672
1075.0,13638.643909182761,18915.963034654626,18219.49211730917,5515.340068445567
1076.0,13635.259840384284,14325.92498265727,21572.517870860633,1334.653671372547
1077.0,13635.259840384284,14486.846408290365,21572.517870860633,1487.4781749464446
1078.0,13635.259840384284,14622.56785480916,23003.537976348394,1618.3382974461158
1079.0,13635.259840384284,14591.840030983542,25715.407325637883,1662.2727821891328
1080.0,13622.259139580996,14647.09094821429,24353.785921638933,1668.2730897894005
1081.0,13622.259139580996,14682.151359199894,28569.806858875563,1748.4059229518175
1082.0,13622.259139580996,14589.868369123864,28663.682028818155,1663.6241994060424
1083.0,13622.232062534058,16944.23974212062,18187.424000617066,3201.854393574128
1084.0,13622.232062534058,14457.435511821597,21368.905581385487,1456.751376716995
1085.0,13622.232062534058,18422.464054897697,18140.536603472792,4879.661081580694
1086.0,13622.232062534058,14478.319619852715,20997.37216483403,1433.5431758406778
1087.0,13622.232062534058,17809.778447272176,18254.575986270473,4164.526645282529
1088.0,13622.232062534058,14378.378741148552,22066.98380770949,1376.0360537749855
1089.0,13622.232062534058,14534.982564847476,23740.749251133035,1526.1784163965779
1090.0,13622.259139580996,17489.13158026715,18203.322457030823,3770.951609013441
1091.0,13622.259139580996,14439.572742678967,20906.118937814077,1424.418005940346
1092.0,13622.259139580996,18915.23824009954,18207.747921472626,5490.755061554829
1093.0,13622.259139580996,14339.179730728858,20953.809745800223,1354.3832006745974
1094.0,13622.255231771212,14449.355520407817,21121.36926073599,1435.759787855273
1095.0,13618.862304399338,18657.46067554256,18216.156169272967,5171.908715001693
1096.0,13618.862304399338,14563.514400303879,21638.64341263155,1509.4120662015596
1097.0,13615.466309402329,14634.605169828668,24076.487053866444,1643.2632889061683
1098.0,13615.466309402329,14588.196434642412,23059.396189680716,1623.8110492003032
1099.0,13615.466309402329,14481.173927729922,24624.508198977273,1497.9679640319393
1100.0,13615.466309402329,15187.243191568487,18180.725280617386,1614.2248841714452
1101.0,13615.466309402329,14419.94238704469,21719.74874387907,1423.0701147101247
1102.0,13615.466309402329,18793.51353255778,18168.275205853875,5319.956342704199
1103.0,13615.466309402329,14409.363600054292,21085.565880074624,1385.4819559433424
1104.0,13615.466309402329,14607.727155085824,21876.08167585579,1568.3343277449678
1105.0,13615.466309402329,17614.8774476308,18235.57244029772,3934.6763776747644
1106.0,13615.466309402329,14408.736787360735,22088.28778387636,1442.4134058358118
1107.0,13613.365098147393,14579.278760815398,23787.13074914764,1575.909818101436
1108.0,13613.365098147393,14549.454762844092,23387.721229083254,1550.8675598689301
1109.0,13586.647458877169,14569.852466771334,25457.361719761364,1577.5998726455632
1110.0,13586.647458877169,14607.709520689226,22853.995683686288,1610.9716927045204
1111.0,13586.647458877169,14366.639458814645,21648.93509824117,1391.4871724810007
1112.0,13576.312034954788,19009.82842353032,18175.205089179915,5672.227894029859
1113.0,13564.49496929092,14531.225089799502,21837.508571059887,1569.2985994303979
1114.0,13562.391921944482,14618.136326242819,21590.77735595275,1663.991855127786
1115.0,13561.340652060508,14553.362042208904,22580.121026986388,1584.4311462571493
1116.0,13559.002558558355,14553.204431519544,22224.901190029923,1659.4327560243628
1117.0,13554.161094742465,14617.85711855527,24533.560654067485,1650.481470025896
1118.0,13547.61741412593,14626.138816628967,23159.395982219386,1670.4692866848713
1119.0,13547.61741412593,14674.936490309206,23367.44273908269,1738.9487287074148
1120.0,13547.61741412593,14613.21947091958,25363.44546217994,1755.0670890516376
1121.0,13547.61741412593,14333.347989927242,24512.28314518772,1423.6599505464453
1122.0,13547.61741412593,18590.101246288632,18158.65734259045,5196.4295700163075
1123.0,13547.61741412593,14198.175070568457,19872.04757878789,1272.2037057904683
1124.0,13547.58570537215,14292.567487676943,21561.151756098385,1343.3675605636497
1125.0,13547.58570537215,18719.70058495948,18124.444655189887,5386.736527208969
1126.0,13547.58570537215,14284.150115856895,21798.847555287488,1349.0333718139186
1127.0,13547.58570537215,18682.80297773489,18159.397469665913,5266.870423789819
1128.0,13547.616632484884,14302.368389411871,21480.242251342002,1399.8605317513877
1129.0,13547.61741412593,14454.503875102979,21480.242251342002,1524.481434953592
1130.0,13547.61741412593,18395.848401773663,18136.001603532684,4955.592116357674
1131.0,13547.61741412593,14331.040357960219,21410.9206542627,1408.3725783774844
1132.0,13547.61741412593,14476.56267536219,24233.634501336892,1556.6643577182572
1133.0,13547.61741412593,18023.92249715864,18153.42795687575,4473.188410328108
1134.0,13547.61741412593,14339.465128057956,22025.36767659506,1428.4893865911993
1135.0,13547.61741412593,14523.112497317732,22190.475775226572,1555.7145961549527
